idPartido;EquipoLocal;EquipoVisitante;GolesLocal;GolesVisitante;Estadio;idJor
13209;Rayo Vallecano;Lleida;1;4;Campo de Fútbol de Vallecas;
13210;Sabadell;Málaga (C.D.);1;0;Nova Creu Alta;
13211;Celta;Avilés;0;0;Balaídos;
13212;Levante;Rayo Vallecano;0;0;Ciudad de Valencia;
13213;Lleida;Las Palmas;1;1;Camp dEsports;
13214;Murcia;Elche;2;1;Enrique Roca de Murcia;
13215;Málaga (C.D.);Albacete;3;2;;
13216;Palamós;Ath. Bilbao B;0;0;Nou Estadi de Palamós;
13217;Salamanca;Dptivo. Coruña;1;0;Pistas del Helmántico;
13218;Sestao;Orihuela;1;1;Las Llanas;
13219;Xerez;Sabadell;1;2;Municipal de Chapín;
13220;Éibar;Figueres;0;0;Municipal de Ipurúa;
13221;Albacete;Xerez;0;0;Carlos Belmonte;
13222;Ath. Bilbao B;Lleida;1;0;Instalaciones de Lezama;
13223;Avilés;Salamanca;1;1;Suárez Puerta;
13224;Dptivo. Coruña;Palamós;3;0;Abanca-Riazor;
13225;Elche;Sestao;1;1;Martínez Valero;
13226;Figueres;Celta;1;0;Municipal de Vilatenim;
13227;Las Palmas;Levante;1;0;Gran Canaria;
13228;Orihuela;Málaga (C.D.);1;1;;
13229;Rayo Vallecano;Murcia;2;0;Campo de Fútbol de Vallecas;
13230;Sabadell;Éibar;1;2;Nova Creu Alta;
13231;Celta;Sabadell;0;0;Balaídos;
13232;Elche;Rayo Vallecano;1;3;Martínez Valero;
13233;Levante;Ath. Bilbao B;1;1;Ciudad de Valencia;
13234;Lleida;Dptivo. Coruña;2;1;Camp dEsports;
13235;Murcia;Las Palmas;2;1;Enrique Roca de Murcia;
13236;Palamós;Avilés;0;1;Nou Estadi de Palamós;
13237;Salamanca;Figueres;2;0;Pistas del Helmántico;
13238;Sestao;Málaga (C.D.);2;0;Las Llanas;
13239;Xerez;Orihuela;4;1;Municipal de Chapín;
13240;Éibar;Albacete;0;3;Municipal de Ipurúa;
13241;Albacete;Celta;2;0;Carlos Belmonte;
13242;Ath. Bilbao B;Murcia;2;1;Instalaciones de Lezama;
13243;Avilés;Lleida;1;0;Suárez Puerta;
13244;Dptivo. Coruña;Levante;5;0;Abanca-Riazor;
13245;Figueres;Palamós;0;0;Municipal de Vilatenim;
13246;Las Palmas;Elche;0;1;Gran Canaria;
13247;Málaga (C.D.);Xerez;3;0;;
13248;Orihuela;Éibar;1;0;;
13249;Sabadell;Salamanca;1;0;Nova Creu Alta;
13250;Sestao;Rayo Vallecano;2;1;Las Llanas;
13251;Celta;Orihuela;2;0;Balaídos;
13252;Elche;Ath. Bilbao B;6;0;Martínez Valero;
13253;Levante;Avilés;0;0;Ciudad de Valencia;
13254;Lleida;Figueres;1;1;Camp dEsports;
13255;Murcia;Dptivo. Coruña;3;2;Enrique Roca de Murcia;
13256;Palamós;Sabadell;0;0;Nou Estadi de Palamós;
13257;Rayo Vallecano;Las Palmas;4;0;Campo de Fútbol de Vallecas;
13258;Salamanca;Albacete;0;1;Pistas del Helmántico;
13259;Xerez;Sestao;0;0;Municipal de Chapín;
13260;Éibar;Málaga (C.D.);1;0;Municipal de Ipurúa;
13261;Celta;Málaga (C.D.);0;0;Balaídos;
13262;Elche;Dptivo. Coruña;0;0;Martínez Valero;
13263;Las Palmas;Sestao;0;1;Gran Canaria;
13264;Levante;Figueres;0;1;Ciudad de Valencia;
13265;Lleida;Sabadell;0;1;Camp dEsports;
13266;Murcia;Avilés;1;1;Enrique Roca de Murcia;
13267;Palamós;Albacete;1;1;Nou Estadi de Palamós;
13268;Rayo Vallecano;Ath. Bilbao B;0;0;Campo de Fútbol de Vallecas;
13269;Salamanca;Orihuela;0;2;Pistas del Helmántico;
13270;Éibar;Xerez;1;1;Municipal de Ipurúa;
13271;Albacete;Lleida;2;0;Carlos Belmonte;
13272;Ath. Bilbao B;Las Palmas;2;1;Instalaciones de Lezama;
13273;Avilés;Elche;3;2;Suárez Puerta;
13274;Dptivo. Coruña;Rayo Vallecano;3;0;Abanca-Riazor;
13275;Figueres;Murcia;2;1;Municipal de Vilatenim;
13276;Málaga (C.D.);Salamanca;1;0;;
13277;Orihuela;Palamós;1;0;;
13278;Sabadell;Levante;1;1;Nova Creu Alta;
13279;Sestao;Éibar;0;0;Las Llanas;
13280;Xerez;Celta;1;1;Municipal de Chapín;
13281;Ath. Bilbao B;Sestao;0;2;Instalaciones de Lezama;
13282;Celta;Éibar;2;1;Balaídos;
13283;Elche;Figueres;2;1;Martínez Valero;
13284;Las Palmas;Dptivo. Coruña;2;1;Gran Canaria;
13285;Levante;Albacete;0;2;Ciudad de Valencia;
13286;Lleida;Orihuela;2;2;Camp dEsports;
13287;Murcia;Sabadell;4;0;Enrique Roca de Murcia;
13288;Palamós;Málaga (C.D.);0;0;Nou Estadi de Palamós;
13289;Rayo Vallecano;Avilés;0;2;Campo de Fútbol de Vallecas;
13290;Salamanca;Xerez;3;0;Pistas del Helmántico;
13291;Albacete;Murcia;2;2;Carlos Belmonte;
13292;Avilés;Las Palmas;2;0;Suárez Puerta;
13293;Dptivo. Coruña;Ath. Bilbao B;2;1;Abanca-Riazor;
13294;Figueres;Rayo Vallecano;2;0;Municipal de Vilatenim;
13295;Málaga (C.D.);Lleida;0;1;;
13296;Orihuela;Levante;3;0;;
13297;Sabadell;Elche;0;2;Nova Creu Alta;
13298;Sestao;Celta;0;0;Las Llanas;
13299;Xerez;Palamós;3;0;Municipal de Chapín;
13300;Éibar;Salamanca;2;0;Municipal de Ipurúa;
13301;Ath. Bilbao B;Avilés;2;0;Instalaciones de Lezama;
13302;Dptivo. Coruña;Sestao;1;0;Abanca-Riazor;
13303;Elche;Albacete;2;0;Martínez Valero;
13304;Las Palmas;Figueres;0;2;Gran Canaria;
13305;Levante;Málaga (C.D.);1;3;Ciudad de Valencia;
13306;Lleida;Xerez;3;1;Camp dEsports;
13307;Murcia;Orihuela;3;0;Enrique Roca de Murcia;
13308;Palamós;Éibar;1;1;Nou Estadi de Palamós;
13309;Rayo Vallecano;Sabadell;0;0;Campo de Fútbol de Vallecas;
13310;Salamanca;Celta;1;1;Pistas del Helmántico;
13311;Albacete;Rayo Vallecano;1;1;Carlos Belmonte;
13312;Avilés;Dptivo. Coruña;1;1;Suárez Puerta;
13313;Celta;Palamós;1;2;Balaídos;
13314;Figueres;Ath. Bilbao B;5;1;Municipal de Vilatenim;
13315;Málaga (C.D.);Murcia;1;1;;
13316;Orihuela;Elche;3;0;;
13317;Sabadell;Las Palmas;0;0;Nova Creu Alta;
13318;Sestao;Salamanca;1;1;Las Llanas;
13319;Xerez;Levante;2;0;Municipal de Chapín;
13320;Éibar;Lleida;3;0;Municipal de Ipurúa;
13321;Ath. Bilbao B;Sabadell;1;0;Instalaciones de Lezama;
13322;Avilés;Sestao;1;1;Suárez Puerta;
13323;Dptivo. Coruña;Figueres;2;1;Abanca-Riazor;
13324;Elche;Málaga (C.D.);0;1;Martínez Valero;
13325;Las Palmas;Albacete;0;1;Gran Canaria;
13326;Levante;Éibar;0;0;Ciudad de Valencia;
13327;Lleida;Celta;2;1;Camp dEsports;
13328;Murcia;Xerez;0;0;Enrique Roca de Murcia;
13329;Palamós;Salamanca;0;3;Nou Estadi de Palamós;
13330;Rayo Vallecano;Orihuela;0;0;Campo de Fútbol de Vallecas;
13331;Albacete;Ath. Bilbao B;1;1;Carlos Belmonte;
13332;Celta;Levante;2;1;Balaídos;
13333;Figueres;Avilés;0;2;Municipal de Vilatenim;
13334;Málaga (C.D.);Rayo Vallecano;1;0;;
13335;Orihuela;Las Palmas;2;2;;
13336;Sabadell;Dptivo. Coruña;1;0;Nova Creu Alta;
13337;Salamanca;Lleida;1;1;Pistas del Helmántico;
13338;Sestao;Palamós;1;0;Las Llanas;
13339;Xerez;Elche;1;2;Municipal de Chapín;
13340;Éibar;Murcia;1;0;Municipal de Ipurúa;
13341;Ath. Bilbao B;Orihuela;1;1;Instalaciones de Lezama;
13342;Avilés;Sabadell;1;0;Suárez Puerta;
13343;Dptivo. Coruña;Albacete;2;1;Abanca-Riazor;
13344;Elche;Éibar;0;0;Martínez Valero;
13345;Figueres;Sestao;2;0;Municipal de Vilatenim;
13346;Las Palmas;Málaga (C.D.);3;0;Gran Canaria;
13347;Levante;Salamanca;1;0;Ciudad de Valencia;
13348;Lleida;Palamós;0;0;Camp dEsports;
13349;Murcia;Celta;1;1;Enrique Roca de Murcia;
13350;Rayo Vallecano;Xerez;1;0;Campo de Fútbol de Vallecas;
13351;Albacete;Avilés;0;0;Carlos Belmonte;
13352;Celta;Elche;1;1;Balaídos;
13353;Málaga (C.D.);Ath. Bilbao B;1;0;;
13354;Orihuela;Dptivo. Coruña;0;0;;
13355;Palamós;Levante;0;0;Nou Estadi de Palamós;
13356;Sabadell;Figueres;2;1;Nova Creu Alta;
13357;Salamanca;Murcia;3;0;Pistas del Helmántico;
13358;Sestao;Lleida;1;1;Las Llanas;
13359;Xerez;Las Palmas;0;0;Municipal de Chapín;
13360;Éibar;Rayo Vallecano;1;1;Municipal de Ipurúa;
13361;Ath. Bilbao B;Xerez;0;0;Instalaciones de Lezama;
13362;Avilés;Orihuela;1;1;Suárez Puerta;
13363;Dptivo. Coruña;Málaga (C.D.);1;0;Abanca-Riazor;
13364;Elche;Salamanca;0;0;Martínez Valero;
13365;Figueres;Albacete;3;1;Municipal de Vilatenim;
13366;Las Palmas;Éibar;1;0;Gran Canaria;
13367;Levante;Lleida;2;0;Ciudad de Valencia;
13368;Murcia;Palamós;1;1;Enrique Roca de Murcia;
13369;Rayo Vallecano;Celta;2;1;Campo de Fútbol de Vallecas;
13370;Sabadell;Sestao;1;1;Nova Creu Alta;
13371;Albacete;Sabadell;0;0;Carlos Belmonte;
13372;Celta;Las Palmas;1;0;Balaídos;
13373;Lleida;Murcia;1;1;Camp dEsports;
13374;Málaga (C.D.);Avilés;1;0;;
13375;Orihuela;Figueres;1;1;;
13376;Palamós;Elche;1;0;Nou Estadi de Palamós;
13377;Salamanca;Rayo Vallecano;2;2;Pistas del Helmántico;
13378;Sestao;Levante;0;1;Las Llanas;
13379;Xerez;Dptivo. Coruña;3;0;Municipal de Chapín;
13380;Éibar;Ath. Bilbao B;0;1;Municipal de Ipurúa;
13381;Albacete;Sestao;0;0;Carlos Belmonte;
13382;Ath. Bilbao B;Celta;1;1;Instalaciones de Lezama;
13383;Avilés;Xerez;5;0;Suárez Puerta;
13384;Dptivo. Coruña;Éibar;2;3;Abanca-Riazor;
13385;Elche;Lleida;0;0;Martínez Valero;
13386;Figueres;Málaga (C.D.);0;1;Municipal de Vilatenim;
13387;Las Palmas;Salamanca;2;0;Gran Canaria;
13388;Murcia;Levante;2;0;Enrique Roca de Murcia;
13389;Rayo Vallecano;Palamós;0;0;Campo de Fútbol de Vallecas;
13390;Sabadell;Orihuela;1;1;Nova Creu Alta;
13391;Celta;Dptivo. Coruña;0;0;Balaídos;
13392;Levante;Elche;3;1;Ciudad de Valencia;
13393;Lleida;Rayo Vallecano;1;0;Camp dEsports;
13394;Málaga (C.D.);Sabadell;4;2;;
13395;Orihuela;Albacete;0;0;;
13396;Palamós;Las Palmas;2;0;Nou Estadi de Palamós;
13397;Salamanca;Ath. Bilbao B;3;0;Pistas del Helmántico;
13398;Sestao;Murcia;0;0;Las Llanas;
13399;Xerez;Figueres;0;2;Municipal de Chapín;
13400;Éibar;Avilés;0;0;Municipal de Ipurúa;
13401;Albacete;Málaga (C.D.);2;2;Carlos Belmonte;
13402;Ath. Bilbao B;Palamós;2;0;Instalaciones de Lezama;
13403;Avilés;Celta;0;0;Suárez Puerta;
13404;Dptivo. Coruña;Salamanca;2;1;Abanca-Riazor;
13405;Elche;Murcia;3;2;Martínez Valero;
13406;Figueres;Éibar;1;1;Municipal de Vilatenim;
13407;Las Palmas;Lleida;2;0;Gran Canaria;
13408;Orihuela;Sestao;1;0;;
13409;Rayo Vallecano;Levante;2;2;Campo de Fútbol de Vallecas;
13410;Sabadell;Xerez;3;2;Nova Creu Alta;
13411;Celta;Figueres;2;0;Balaídos;
13412;Levante;Las Palmas;2;3;Ciudad de Valencia;
13413;Lleida;Ath. Bilbao B;1;0;Camp dEsports;
13414;Murcia;Rayo Vallecano;6;1;Enrique Roca de Murcia;
13415;Málaga (C.D.);Orihuela;2;2;;
13416;Palamós;Dptivo. Coruña;1;1;Nou Estadi de Palamós;
13417;Salamanca;Avilés;0;0;Pistas del Helmántico;
13418;Sestao;Elche;2;1;Las Llanas;
13419;Xerez;Albacete;1;2;Municipal de Chapín;
13420;Éibar;Sabadell;3;0;Municipal de Ipurúa;
13421;Albacete;Éibar;3;1;Carlos Belmonte;
13422;Ath. Bilbao B;Levante;0;1;Instalaciones de Lezama;
13423;Avilés;Palamós;3;3;Suárez Puerta;
13424;Dptivo. Coruña;Lleida;5;0;Abanca-Riazor;
13425;Figueres;Salamanca;3;2;Municipal de Vilatenim;
13426;Las Palmas;Murcia;2;0;Gran Canaria;
13427;Málaga (C.D.);Sestao;1;0;;
13428;Orihuela;Xerez;3;2;;
13429;Rayo Vallecano;Elche;1;2;Campo de Fútbol de Vallecas;
13430;Sabadell;Celta;3;0;Nova Creu Alta;
13431;Celta;Albacete;0;2;Balaídos;
13432;Elche;Las Palmas;0;0;Martínez Valero;
13433;Levante;Dptivo. Coruña;0;2;Ciudad de Valencia;
13434;Lleida;Avilés;3;0;Camp dEsports;
13435;Murcia;Ath. Bilbao B;1;0;Enrique Roca de Murcia;
13436;Palamós;Figueres;3;2;Nou Estadi de Palamós;
13437;Rayo Vallecano;Sestao;2;0;Campo de Fútbol de Vallecas;
13438;Salamanca;Sabadell;0;1;Pistas del Helmántico;
13439;Xerez;Málaga (C.D.);1;4;Municipal de Chapín;
13440;Éibar;Orihuela;1;1;Municipal de Ipurúa;
13441;Albacete;Salamanca;2;0;Carlos Belmonte;
13442;Ath. Bilbao B;Elche;3;0;Instalaciones de Lezama;
13443;Avilés;Levante;1;1;Suárez Puerta;
13444;Dptivo. Coruña;Murcia;2;0;Abanca-Riazor;
13445;Figueres;Lleida;0;2;Municipal de Vilatenim;
13446;Las Palmas;Rayo Vallecano;2;2;Gran Canaria;
13447;Málaga (C.D.);Éibar;0;0;;
13448;Orihuela;Celta;1;1;;
13449;Sabadell;Palamós;0;0;Nova Creu Alta;
13450;Sestao;Xerez;4;1;Las Llanas;
13451;Murcia;Zaragoza;0;0;Enrique Roca de Murcia;
13452;Málaga (C.D.);Cádiz;1;0;;
13453;Cádiz;Málaga (C.D.);1;0;Ramón de Carranza;
13454;Zaragoza;Murcia;5;2;La Romareda;
13455;At. Madrid;Burgos (Real);2;0;Wanda Metropolitano;
13456;Ath. Bilbao;Sevilla;0;2;San Mamés;
13457;Barcelona;Real Sociedad;2;0;Camp Nou;
13458;Cádiz;Real Madrid;0;1;Ramón de Carranza;
13459;Osasuna;Albacete;2;0;El Sadar;
13460;Oviedo;Mallorca;0;0;Municipal Carlos Tartiere;
13461;Tenerife;Logroñés;3;0;Heliodoro Rodríguez López;
13462;Valencia;Dptivo. Coruña;2;1;Mestalla;
13463;Valladolid;Sporting Gijón;0;1;José Zorrilla;
13464;Zaragoza;Espanyol;1;1;La Romareda;
13465;Albacete;Valencia;1;0;Carlos Belmonte;
13466;Burgos (Real);Osasuna;4;0;Pallafría;
13467;Dptivo. Coruña;Tenerife;1;1;Abanca-Riazor;
13468;Espanyol;Oviedo;0;1;RCDE Stadium;
13469;Logroñés;Cádiz;2;1;Las Gaunas;
13470;Mallorca;At. Madrid;0;2;Son Moix;
13471;Real Madrid;Valladolid;1;0;Santiago Bernabéu;
13472;Real Sociedad;Zaragoza;0;0;Reale Arena;
13473;Sevilla;Barcelona;4;2;Ramón Sánchez-Pizjuán;
13474;Sporting Gijón;Ath. Bilbao;3;2;El Requexón;
13475;At. Madrid;Espanyol;3;0;Wanda Metropolitano;
13476;Ath. Bilbao;Real Madrid;1;4;San Mamés;
13477;Barcelona;Zaragoza;3;1;Camp Nou;
13478;Cádiz;Dptivo. Coruña;1;0;Ramón de Carranza;
13479;Osasuna;Mallorca;1;0;El Sadar;
13480;Oviedo;Real Sociedad;2;0;Municipal Carlos Tartiere;
13481;Sevilla;Sporting Gijón;2;1;Ramón Sánchez-Pizjuán;
13482;Tenerife;Albacete;2;3;Heliodoro Rodríguez López;
13483;Valencia;Burgos (Real);1;1;Mestalla;
13484;Valladolid;Logroñés;1;2;José Zorrilla;
13485;Albacete;Cádiz;0;1;Carlos Belmonte;
13486;Burgos (Real);Tenerife;3;1;Pallafría;
13487;Dptivo. Coruña;Valladolid;1;0;Abanca-Riazor;
13488;Espanyol;Osasuna;3;2;RCDE Stadium;
13489;Logroñés;Ath. Bilbao;0;1;Las Gaunas;
13490;Mallorca;Valencia;0;1;Son Moix;
13491;Real Madrid;Sevilla;3;1;Santiago Bernabéu;
13492;Real Sociedad;At. Madrid;0;2;Reale Arena;
13493;Sporting Gijón;Barcelona;2;1;El Requexón;
13494;Zaragoza;Oviedo;3;2;La Romareda;
13495;At. Madrid;Zaragoza;2;1;Wanda Metropolitano;
13496;Ath. Bilbao;Dptivo. Coruña;0;0;San Mamés;
13497;Barcelona;Oviedo;1;2;Camp Nou;
13498;Cádiz;Burgos (Real);0;2;Ramón de Carranza;
13499;Osasuna;Real Sociedad;1;0;El Sadar;
13500;Sevilla;Logroñés;0;1;Ramón Sánchez-Pizjuán;
13501;Sporting Gijón;Real Madrid;1;4;El Requexón;
13502;Tenerife;Mallorca;0;1;Heliodoro Rodríguez López;
13503;Valencia;Espanyol;1;0;Mestalla;
13504;Valladolid;Albacete;1;0;José Zorrilla;
13505;Albacete;Ath. Bilbao;4;0;Carlos Belmonte;
13506;Burgos (Real);Valladolid;1;0;Pallafría;
13507;Dptivo. Coruña;Sevilla;3;1;Abanca-Riazor;
13508;Espanyol;Tenerife;2;2;RCDE Stadium;
13509;Logroñés;Sporting Gijón;0;0;Las Gaunas;
13510;Mallorca;Cádiz;1;0;Son Moix;
13511;Oviedo;At. Madrid;0;1;Municipal Carlos Tartiere;
13512;Real Madrid;Barcelona;1;1;Santiago Bernabéu;
13513;Real Sociedad;Valencia;3;1;Reale Arena;
13514;Zaragoza;Osasuna;2;0;La Romareda;
13515;Ath. Bilbao;Burgos (Real);0;0;San Mamés;
13516;Barcelona;At. Madrid;1;0;Camp Nou;
13517;Cádiz;Espanyol;2;1;Ramón de Carranza;
13518;Osasuna;Oviedo;1;0;El Sadar;
13519;Real Madrid;Logroñés;3;0;Santiago Bernabéu;
13520;Sevilla;Albacete;3;0;Ramón Sánchez-Pizjuán;
13521;Sporting Gijón;Dptivo. Coruña;1;0;El Requexón;
13522;Tenerife;Real Sociedad;0;0;Heliodoro Rodríguez López;
13523;Valencia;Zaragoza;0;1;Mestalla;
13524;Valladolid;Mallorca;2;1;José Zorrilla;
13525;Albacete;Sporting Gijón;0;2;Carlos Belmonte;
13526;At. Madrid;Osasuna;1;0;Wanda Metropolitano;
13527;Burgos (Real);Sevilla;1;0;Pallafría;
13528;Dptivo. Coruña;Real Madrid;0;3;Abanca-Riazor;
13529;Espanyol;Valladolid;0;2;RCDE Stadium;
13530;Logroñés;Barcelona;2;2;Las Gaunas;
13531;Mallorca;Ath. Bilbao;1;2;Son Moix;
13532;Oviedo;Valencia;2;2;Municipal Carlos Tartiere;
13533;Real Sociedad;Cádiz;1;0;Reale Arena;
13534;Zaragoza;Tenerife;3;0;La Romareda;
13535;Ath. Bilbao;Espanyol;0;2;San Mamés;
13536;Barcelona;Osasuna;2;0;Camp Nou;
13537;Cádiz;Zaragoza;0;0;Ramón de Carranza;
13538;Logroñés;Dptivo. Coruña;2;1;Las Gaunas;
13539;Real Madrid;Albacete;2;1;Santiago Bernabéu;
13540;Sevilla;Mallorca;2;0;Ramón Sánchez-Pizjuán;
13541;Sporting Gijón;Burgos (Real);0;0;El Requexón;
13542;Tenerife;Oviedo;1;0;Heliodoro Rodríguez López;
13543;Valencia;At. Madrid;2;0;Mestalla;
13544;Valladolid;Real Sociedad;2;2;José Zorrilla;
13545;Albacete;Logroñés;2;0;Carlos Belmonte;
13546;At. Madrid;Tenerife;1;0;Wanda Metropolitano;
13547;Burgos (Real);Real Madrid;0;2;Pallafría;
13548;Dptivo. Coruña;Barcelona;0;4;Abanca-Riazor;
13549;Espanyol;Sevilla;1;1;RCDE Stadium;
13550;Mallorca;Sporting Gijón;0;1;Son Moix;
13551;Osasuna;Valencia;0;1;El Sadar;
13552;Oviedo;Cádiz;2;1;Municipal Carlos Tartiere;
13553;Real Sociedad;Ath. Bilbao;2;0;Reale Arena;
13554;Zaragoza;Valladolid;2;0;La Romareda;
13555;Ath. Bilbao;Zaragoza;1;0;San Mamés;
13556;Barcelona;Valencia;3;1;Camp Nou;
13557;Cádiz;At. Madrid;1;1;Ramón de Carranza;
13558;Dptivo. Coruña;Albacete;2;2;Abanca-Riazor;
13559;Logroñés;Burgos (Real);1;2;Las Gaunas;
13560;Real Madrid;Mallorca;2;0;Santiago Bernabéu;
13561;Sevilla;Real Sociedad;2;2;Ramón Sánchez-Pizjuán;
13562;Sporting Gijón;Espanyol;3;0;El Requexón;
13563;Tenerife;Osasuna;0;0;Heliodoro Rodríguez López;
13564;Valladolid;Oviedo;1;1;José Zorrilla;
13565;Albacete;Barcelona;1;1;Carlos Belmonte;
13566;At. Madrid;Valladolid;5;1;Wanda Metropolitano;
13567;Burgos (Real);Dptivo. Coruña;0;0;Pallafría;
13568;Espanyol;Real Madrid;1;5;RCDE Stadium;
13569;Mallorca;Logroñés;2;1;Son Moix;
13570;Osasuna;Cádiz;1;0;El Sadar;
13571;Oviedo;Ath. Bilbao;1;1;Municipal Carlos Tartiere;
13572;Real Sociedad;Sporting Gijón;0;0;Reale Arena;
13573;Valencia;Tenerife;1;0;Mestalla;
13574;Zaragoza;Sevilla;1;1;La Romareda;
13575;Albacete;Burgos (Real);1;0;Carlos Belmonte;
13576;Ath. Bilbao;At. Madrid;3;2;San Mamés;
13577;Barcelona;Tenerife;5;3;Camp Nou;
13578;Cádiz;Valencia;2;0;Ramón de Carranza;
13579;Dptivo. Coruña;Mallorca;1;0;Abanca-Riazor;
13580;Logroñés;Espanyol;2;1;Las Gaunas;
13581;Real Madrid;Real Sociedad;4;1;Santiago Bernabéu;
13582;Sevilla;Oviedo;1;1;Ramón Sánchez-Pizjuán;
13583;Sporting Gijón;Zaragoza;1;2;El Requexón;
13584;Valladolid;Osasuna;1;1;José Zorrilla;
13585;At. Madrid;Sevilla;0;3;Wanda Metropolitano;
13586;Burgos (Real);Barcelona;2;2;Pallafría;
13587;Espanyol;Dptivo. Coruña;0;3;RCDE Stadium;
13588;Mallorca;Albacete;0;1;Son Moix;
13589;Osasuna;Ath. Bilbao;1;1;El Sadar;
13590;Oviedo;Sporting Gijón;1;0;Municipal Carlos Tartiere;
13591;Real Sociedad;Logroñés;4;0;Reale Arena;
13592;Tenerife;Cádiz;3;1;Heliodoro Rodríguez López;
13593;Valencia;Valladolid;3;1;Mestalla;
13594;Zaragoza;Real Madrid;1;1;La Romareda;
13595;Albacete;Espanyol;3;2;Carlos Belmonte;
13596;Ath. Bilbao;Valencia;2;3;San Mamés;
13597;Barcelona;Cádiz;4;1;Camp Nou;
13598;Burgos (Real);Mallorca;0;0;Pallafría;
13599;Dptivo. Coruña;Real Sociedad;0;0;Abanca-Riazor;
13600;Logroñés;Zaragoza;0;2;Las Gaunas;
13601;Real Madrid;Oviedo;0;0;Santiago Bernabéu;
13602;Sevilla;Osasuna;1;0;Ramón Sánchez-Pizjuán;
13603;Sporting Gijón;At. Madrid;0;1;El Requexón;
13604;Valladolid;Tenerife;2;2;José Zorrilla;
13605;At. Madrid;Real Madrid;2;0;Wanda Metropolitano;
13606;Cádiz;Valladolid;0;0;Ramón de Carranza;
13607;Espanyol;Burgos (Real);0;0;RCDE Stadium;
13608;Mallorca;Barcelona;1;2;Son Moix;
13609;Osasuna;Sporting Gijón;0;2;El Sadar;
13610;Oviedo;Logroñés;2;3;Municipal Carlos Tartiere;
13611;Real Sociedad;Albacete;0;1;Reale Arena;
13612;Tenerife;Ath. Bilbao;4;1;Heliodoro Rodríguez López;
13613;Valencia;Sevilla;3;2;Mestalla;
13614;Zaragoza;Dptivo. Coruña;1;0;La Romareda;
13615;Albacete;Zaragoza;1;1;Carlos Belmonte;
13616;Ath. Bilbao;Cádiz;3;1;San Mamés;
13617;Barcelona;Valladolid;2;1;Camp Nou;
13618;Burgos (Real);Real Sociedad;0;1;Pallafría;
13619;Dptivo. Coruña;Oviedo;0;0;Abanca-Riazor;
13620;Logroñés;At. Madrid;1;0;Las Gaunas;
13621;Mallorca;Espanyol;1;0;Son Moix;
13622;Real Madrid;Osasuna;5;2;Santiago Bernabéu;
13623;Sevilla;Tenerife;4;1;Ramón Sánchez-Pizjuán;
13624;Sporting Gijón;Valencia;0;3;El Requexón;
13625;At. Madrid;Dptivo. Coruña;1;2;Wanda Metropolitano;
13626;Barcelona;Espanyol;4;3;Camp Nou;
13627;Cádiz;Sevilla;1;1;Ramón de Carranza;
13628;Osasuna;Logroñés;3;0;El Sadar;
13629;Oviedo;Albacete;0;1;Municipal Carlos Tartiere;
13630;Real Sociedad;Mallorca;1;0;Reale Arena;
13631;Tenerife;Sporting Gijón;0;0;Heliodoro Rodríguez López;
13632;Valencia;Real Madrid;2;1;Mestalla;
13633;Valladolid;Ath. Bilbao;1;1;José Zorrilla;
13634;Zaragoza;Burgos (Real);1;0;La Romareda;
13635;Albacete;At. Madrid;3;1;Carlos Belmonte;
13636;Ath. Bilbao;Barcelona;0;2;San Mamés;
13637;Burgos (Real);Oviedo;1;0;Pallafría;
13638;Dptivo. Coruña;Osasuna;0;0;Abanca-Riazor;
13639;Espanyol;Real Sociedad;2;0;RCDE Stadium;
13640;Logroñés;Valencia;0;0;Las Gaunas;
13641;Mallorca;Zaragoza;0;1;Son Moix;
13642;Real Madrid;Tenerife;2;1;Santiago Bernabéu;
13643;Sevilla;Valladolid;2;1;Ramón Sánchez-Pizjuán;
13644;Sporting Gijón;Cádiz;2;1;El Requexón;
13645;Albacete;Osasuna;1;0;Carlos Belmonte;
13646;Burgos (Real);At. Madrid;1;1;Pallafría;
13647;Dptivo. Coruña;Valencia;0;1;Abanca-Riazor;
13648;Espanyol;Zaragoza;1;0;RCDE Stadium;
13649;Logroñés;Tenerife;2;0;Las Gaunas;
13650;Mallorca;Oviedo;2;1;Son Moix;
13651;Real Madrid;Cádiz;1;1;Santiago Bernabéu;
13652;Real Sociedad;Barcelona;2;1;Reale Arena;
13653;Sevilla;Ath. Bilbao;1;2;Ramón Sánchez-Pizjuán;
13654;Sporting Gijón;Valladolid;1;0;El Requexón;
13655;At. Madrid;Mallorca;3;0;Wanda Metropolitano;
13656;Ath. Bilbao;Sporting Gijón;2;0;San Mamés;
13657;Barcelona;Sevilla;1;0;Camp Nou;
13658;Cádiz;Logroñés;2;0;Ramón de Carranza;
13659;Osasuna;Burgos (Real);1;1;El Sadar;
13660;Oviedo;Espanyol;1;0;Municipal Carlos Tartiere;
13661;Tenerife;Dptivo. Coruña;1;0;Heliodoro Rodríguez López;
13662;Valencia;Albacete;1;1;Mestalla;
13663;Valladolid;Real Madrid;2;1;José Zorrilla;
13664;Zaragoza;Real Sociedad;1;3;La Romareda;
13665;Albacete;Tenerife;1;1;Carlos Belmonte;
13666;Burgos (Real);Valencia;2;1;Pallafría;
13667;Dptivo. Coruña;Cádiz;1;1;Abanca-Riazor;
13668;Espanyol;At. Madrid;1;2;RCDE Stadium;
13669;Logroñés;Valladolid;0;0;Las Gaunas;
13670;Mallorca;Osasuna;1;1;Son Moix;
